Name,Prevalence (All),N (All),Weighted N (All),Prevalence (Most important driver/barrier),Statements,Priority,Driver/Barrier,AGE_GROUP: Prevalence (All),AGE_GROUP: N (All),AGE_GROUP: Weighted N (All),AGE_GROUP: Prevalence (Most important driver/barrier),AGE_GROUP: Statements,AGE Focus,GENDER: Prevalence (All),GENDER: N (All),GENDER: Weighted N (All),GENDER: Prevalence (Most important driver/barrier),GENDER: Statements,GENDER Focus,URBAN_RURAL: Prevalence (All),URBAN_RURAL: N (All),URBAN_RURAL: Weighted N (All),URBAN_RURAL: Prevalence (Most important driver/barrier),URBAN_RURAL: Statements,URBAN_RURAL Focus,REGION: Prevalence (All),REGION: N (All),REGION: Weighted N (All),REGION: Prevalence (Most important driver/barrier),REGION: Statements,REGION Focus
Peur des effets secondaires : Peur d'une diminution du plaisir due à l'utilisation du préservatif/ Xɛsi e è nɔ ɖi dó nǔ e na jɛ ɖò gudo lɛ é wu é: Xɛsi e è nɔ ɖi ɖɔ awǎjijɛ na ɖekpo ɖó adɔgbigbo zinzan wu é,"future_user: 2.04% 
 nonuser: 5.96% 
 past_user: 6.25% 
 user: 7.36%","future_user: 2 
 nonuser: 18 
 past_user: 8 
 user: 22","future_user: 0.9 
 nonuser: 16.8 
 past_user: 4.6 
 user: 10.5","future_user: 1.02% 
 nonuser: 0.33% 
 past_user: 0.78% 
 user: 0.0%","Les préservatifs ne réduisent pas le plaisir intime. 
 future_user: 32.61% 
 nonuser: 28.69% 
 past_user: 38.57% 
 user: 35.26%

",Low,barrier,"16-20: 3.45% 
 21-30: 5.76% 
 31-45: 6.41%","16-20: 1 
 21-30: 19 
 31-45: 30","16-20: 0.1 
 21-30: 11.6 
 31-45: 21.1","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 0.21%","Les préservatifs ne réduisent pas le plaisir intime. 
 16-20: 54.55% 
 21-30: 31.76% 
 31-45: 34.01%

","16-20, 21-30","Femme Nyɔnu: 1.7% 
 Homme Sunnu: 10.34%","Femme Nyɔnu: 7 
 Homme Sunnu: 43","Femme Nyɔnu: 4.9 
 Homme Sunnu: 28.0","Femme Nyɔnu: 0.24% 
 Homme Sunnu: 0.48%","Les préservatifs ne réduisent pas le plaisir intime. 
 Femme Nyɔnu: 32.96% 
 Homme Sunnu: 34.14%

",Homme Sunnu,"Rural: 8.02% 
 Semi-urbain: 2.31% 
 Urbain: 4.65%","Rural: 42 
 Semi-urbain: 6 
 Urbain: 2","Rural: 24.8 
 Semi-urbain: 1.5 
 Urbain: 6.6","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 6.98%","Les préservatifs ne réduisent pas le plaisir intime. 
 Rural: 42.29% 
 Semi-urbain: 21.29% 
 Urbain: 20.0%

","Rural, Urbain","Mid-South: 11.48% 
 North-East: 7.55% 
 North-West: 6.0% 
 South-South: 2.69%","Mid-South: 24 
 North-East: 12 
 North-West: 3 
 South-South: 11","Mid-South: 0.6 
 North-East: 21.5 
 North-West: 7.4 
 South-South: 3.4","Mid-South: 0.0% 
 North-East: 1.89% 
 North-West: 0.0% 
 South-South: 0.0%","Les préservatifs ne réduisent pas le plaisir intime. 
 Mid-South: 45.1% 
 North-East: 35.8% 
 North-West: 39.29% 
 South-South: 26.73%

","Mid-South, North-East"
Peur des effets secondaires : Peur d'une modification du cycle menstruel/ Xɛsi e è nɔ ɖi dó nǔ e na tɔ́n sín mɛ lɛ é wu é: Xɛsi e è nɔ ɖi dó huzuhuzu e ɖò sunzánwema mɛ lɛ é wu é,"future_user: 16.33% 
 nonuser: 27.48% 
 past_user: 19.53% 
 user: 23.41%","future_user: 16 
 nonuser: 83 
 past_user: 25 
 user: 70","future_user: 15.2 
 nonuser: 49.2 
 past_user: 60.4 
 user: 58.8","future_user: 2.04% 
 nonuser: 2.32% 
 past_user: 5.47% 
 user: 0.0%","Les contraceptifs sont dangereux car ils peuvent perturber les règles mensuelles des femmes. 
 future_user: 87.04% 
 nonuser: 98.24% 
 past_user: 79.05% 
 user: 83.92%

",Very high,barrier,"16-20: 13.79% 
 21-30: 21.52% 
 31-45: 25.43%","16-20: 4 
 21-30: 71 
 31-45: 119","16-20: 0.2 
 21-30: 22.7 
 31-45: 160.7","16-20: 0.0% 
 21-30: 1.82% 
 31-45: 2.14%","Les contraceptifs sont dangereux car ils peuvent perturber les règles mensuelles des femmes. 
 16-20: 62.5% 
 21-30: 90.94% 
 31-45: 87.87%

","21-30, 31-45","Femme Nyɔnu: 16.3% 
 Homme Sunnu: 30.53%","Femme Nyɔnu: 67 
 Homme Sunnu: 127","Femme Nyɔnu: 41.5 
 Homme Sunnu: 142.1","Femme Nyɔnu: 2.92% 
 Homme Sunnu: 0.96%","Les contraceptifs sont dangereux car ils peuvent perturber les règles mensuelles des femmes. 
 Femme Nyɔnu: 84.56% 
 Homme Sunnu: 91.57%

",Femme Nyɔnu,"Rural: 19.66% 
 Semi-urbain: 34.62% 
 Urbain: 2.33%","Rural: 103 
 Semi-urbain: 90 
 Urbain: 1","Rural: 25.6 
 Semi-urbain: 156.7 
 Urbain: 1.3","Rural: 1.91% 
 Semi-urbain: 1.92% 
 Urbain: 2.33%","Les contraceptifs sont dangereux car ils peuvent perturber les règles mensuelles des femmes. 
 Rural: 88.43% 
 Semi-urbain: 91.86% 
 Urbain: 64.52%

",Semi-urbain,"Mid-South: 57.42% 
 North-East: 5.03% 
 North-West: 6.0% 
 South-South: 15.4%","Mid-South: 120 
 North-East: 8 
 North-West: 3 
 South-South: 63","Mid-South: 145.1 
 North-East: 10.0 
 North-West: 8.9 
 South-South: 19.6","Mid-South: 3.35% 
 North-East: 0.63% 
 North-West: 2.0% 
 South-South: 1.71%","Les contraceptifs sont dangereux car ils peuvent perturber les règles mensuelles des femmes. 
 Mid-South: 84.12% 
 North-East: 90.77% 
 North-West: 85.37% 
 South-South: 90.33%

",Mid-South
Peur des effets secondaires : Peur d'une perte de poids/ Xɛsi nu nuɖe na jɛ do mɛ wu: Xɛsi nu nuɖe na jɛ do mɛ wu,"future_user: 13.27% 
 nonuser: 20.53% 
 past_user: 13.28% 
 user: 21.4%","future_user: 13 
 nonuser: 62 
 past_user: 17 
 user: 64","future_user: 5.3 
 nonuser: 44.3 
 past_user: 24.8 
 user: 33.8","future_user: 0.0% 
 nonuser: 1.32% 
 past_user: 0.78% 
 user: 0.0%","Les contraceptifs peuvent faire perdre trop de poids à une femme. 
 future_user: 86.57% 
 nonuser: 99.53% 
 past_user: 85.59% 
 user: 95.59%

",Low,barrier,"16-20: 13.79% 
 21-30: 18.18% 
 31-45: 19.66%","16-20: 4 
 21-30: 60 
 31-45: 92","16-20: 10.1 
 21-30: 21.3 
 31-45: 76.7","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.85%","Les contraceptifs peuvent faire perdre trop de poids à une femme. 
 16-20: 77.78% 
 21-30: 95.9% 
 31-45: 93.93%

",31-45,"Femme Nyɔnu: 17.03% 
 Homme Sunnu: 20.67%","Femme Nyɔnu: 70 
 Homme Sunnu: 86","Femme Nyɔnu: 46.4 
 Homme Sunnu: 61.8","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.72%","Les contraceptifs peuvent faire perdre trop de poids à une femme. 
 Femme Nyɔnu: 91.51% 
 Homme Sunnu: 96.83%

","Femme Nyɔnu, Homme Sunnu","Rural: 17.94% 
 Semi-urbain: 22.31% 
 Urbain: 9.3%","Rural: 94 
 Semi-urbain: 58 
 Urbain: 4","Rural: 47.5 
 Semi-urbain: 56.8 
 Urbain: 3.9","Rural: 0.57% 
 Semi-urbain: 0.77% 
 Urbain: 0.0%","Les contraceptifs peuvent faire perdre trop de poids à une femme. 
 Rural: 94.84% 
 Semi-urbain: 92.34% 
 Urbain: 100.0%

",Semi-urbain,"Mid-South: 33.49% 
 North-East: 9.43% 
 North-West: 8.0% 
 South-South: 16.38%","Mid-South: 70 
 North-East: 15 
 North-West: 4 
 South-South: 67","Mid-South: 45.3 
 North-East: 27.0 
 North-West: 12.8 
 South-South: 23.1","Mid-South: 0.96% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 0.49%","Les contraceptifs peuvent faire perdre trop de poids à une femme. 
 Mid-South: 83.12% 
 North-East: 100.0% 
 North-West: 100.0% 
 South-South: 96.66%

",Mid-South
Peur des effets secondaires : Peur d'une prise de poids/ Xɛsi e è nɔ ɖi dó nǔ e na jɛ ɖò gudo lɛ é wu é: Xɛsi e è nɔ ɖi ɖɔ è na gɔ́ngɔ́n é.,"future_user: 16.33% 
 nonuser: 22.19% 
 past_user: 14.84% 
 user: 22.74%","future_user: 16 
 nonuser: 67 
 past_user: 19 
 user: 68","future_user: 8.0 
 nonuser: 40.7 
 past_user: 36.1 
 user: 56.1","future_user: 4.08% 
 nonuser: 0.33% 
 past_user: 2.34% 
 user: 0.0%","Les femmes qui utilisent des contraceptifs prennent souvent trop de poids. 
 future_user: 97.22% 
 nonuser: 99.13% 
 past_user: 89.74% 
 user: 95.71%

",Medium,barrier,"16-20: 10.34% 
 21-30: 19.39% 
 31-45: 22.01%","16-20: 3 
 21-30: 64 
 31-45: 103","16-20: 0.2 
 21-30: 13.9 
 31-45: 126.7","16-20: 3.45% 
 21-30: 0.61% 
 31-45: 1.07%","Les femmes qui utilisent des contraceptifs prennent souvent trop de poids. 
 16-20: 83.33% 
 21-30: 97.22% 
 31-45: 95.69%

",16-20,"Femme Nyɔnu: 13.87% 
 Homme Sunnu: 27.16%","Femme Nyɔnu: 57 
 Homme Sunnu: 113","Femme Nyɔnu: 25.4 
 Homme Sunnu: 115.4","Femme Nyɔnu: 0.97% 
 Homme Sunnu: 0.96%","Les femmes qui utilisent des contraceptifs prennent souvent trop de poids. 
 Femme Nyɔnu: 93.84% 
 Homme Sunnu: 98.05%

","Femme Nyɔnu, Homme Sunnu","Rural: 20.04% 
 Semi-urbain: 24.62% 
 Urbain: 2.33%","Rural: 105 
 Semi-urbain: 64 
 Urbain: 1","Rural: 25.8 
 Semi-urbain: 113.3 
 Urbain: 1.7","Rural: 0.57% 
 Semi-urbain: 1.15% 
 Urbain: 4.65%","Les femmes qui utilisent des contraceptifs prennent souvent trop de poids. 
 Rural: 95.35% 
 Semi-urbain: 96.97% 
 Urbain: 97.44%

","Semi-urbain, Urbain","Mid-South: 45.93% 
 North-East: 6.29% 
 North-West: 2.0% 
 South-South: 15.4%","Mid-South: 96 
 North-East: 10 
 North-West: 1 
 South-South: 63","Mid-South: 100.8 
 North-East: 12.4 
 North-West: 1.3 
 South-South: 26.3","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 2.0% 
 South-South: 1.71%","Les femmes qui utilisent des contraceptifs prennent souvent trop de poids. 
 Mid-South: 88.57% 
 North-East: 99.29% 
 North-West: 97.73% 
 South-South: 98.24%

","Mid-South, North-West, South-South"
Peur des effets secondaires : Peur de complications à la naissance/ Xɛsi nu nuɖe na jɛ do mɛ wu: Xɛsi nu nuɖe na jɛ do vijiji,"future_user: 7.14% 
 nonuser: 22.85% 
 past_user: 11.72% 
 user: 20.4%","future_user: 7 
 nonuser: 69 
 past_user: 15 
 user: 61","future_user: 2.3 
 nonuser: 58.4 
 past_user: 56.3 
 user: 51.0","future_user: 0.0% 
 nonuser: 4.3% 
 past_user: 0.0% 
 user: 0.0%","Les femmes qui utilisent des contraceptifs ne sont pas plus susceptibles de souffrir de complications lors de l'accouchement. 
 future_user: 48.57% 
 nonuser: 61.32% 
 past_user: 50.75% 
 user: 52.55%

",High,barrier,"16-20: 10.34% 
 21-30: 17.58% 
 31-45: 19.44%","16-20: 3 
 21-30: 58 
 31-45: 91","16-20: 1.4 
 21-30: 15.7 
 31-45: 151.0","16-20: 0.0% 
 21-30: 1.21% 
 31-45: 1.92%","Les femmes qui utilisent des contraceptifs ne sont pas plus susceptibles de souffrir de complications lors de l'accouchement. 
 16-20: 60.0% 
 21-30: 54.86% 
 31-45: 53.93%

",31-45,"Femme Nyɔnu: 5.6% 
 Homme Sunnu: 31.01%","Femme Nyɔnu: 23 
 Homme Sunnu: 129","Femme Nyɔnu: 10.0 
 Homme Sunnu: 158.0","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 2.64%","Les femmes qui utilisent des contraceptifs ne sont pas plus susceptibles de souffrir de complications lors de l'accouchement. 
 Femme Nyɔnu: 39.13% 
 Homme Sunnu: 67.93%

",Homme Sunnu,"Rural: 15.65% 
 Semi-urbain: 25.0% 
 Urbain: 11.63%","Rural: 82 
 Semi-urbain: 65 
 Urbain: 5","Rural: 33.5 
 Semi-urbain: 128.8 
 Urbain: 5.7","Rural: 0.95% 
 Semi-urbain: 1.54% 
 Urbain: 9.3%","Les femmes qui utilisent des contraceptifs ne sont pas plus susceptibles de souffrir de complications lors de l'accouchement. 
 Rural: 51.65% 
 Semi-urbain: 59.76% 
 Urbain: 66.67%

",Urbain,"Mid-South: 45.45% 
 North-East: 7.55% 
 North-West: 6.0% 
 South-South: 10.27%","Mid-South: 95 
 North-East: 12 
 North-West: 3 
 South-South: 42","Mid-South: 122.5 
 North-East: 24.5 
 North-West: 5.0 
 South-South: 15.9","Mid-South: 2.39% 
 North-East: 3.14% 
 North-West: 0.0% 
 South-South: 0.73%","Les femmes qui utilisent des contraceptifs ne sont pas plus susceptibles de souffrir de complications lors de l'accouchement. 
 Mid-South: 77.22% 
 North-East: 71.74% 
 North-West: 31.58% 
 South-South: 35.48%

","Mid-South, North-East"
Peur des effets secondaires : Peur de l'apparition de boutons/ Xɛsi nu nuɖe na jɛ: Xɛsi nu jɛmɛji,"future_user: 2.04% 
 nonuser: 2.65% 
 past_user: 0.78% 
 user: 3.68%","future_user: 2 
 nonuser: 8 
 past_user: 1 
 user: 11","future_user: 0.4 
 nonuser: 6.2 
 past_user: 0.1 
 user: 7.2","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%","Les contraceptifs peuvent provoquer l'apparition de boutons chez les femmes. 
 future_user: 88.0% 
 nonuser: 92.73% 
 past_user: 63.83% 
 user: 83.06%

",Low,barrier,"16-20: 0.0% 
 21-30: 2.12% 
 31-45: 3.21%","16-20: 0 
 21-30: 7 
 31-45: 15","16-20: 0.0 
 21-30: 4.1 
 31-45: 9.7","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.0%","Les contraceptifs peuvent provoquer l'apparition de boutons chez les femmes. 
 16-20: 80.0% 
 21-30: 86.49% 
 31-45: 78.52%

",31-45,"Femme Nyɔnu: 3.16% 
 Homme Sunnu: 2.16%","Femme Nyɔnu: 13 
 Homme Sunnu: 9","Femme Nyɔnu: 10.2 
 Homme Sunnu: 3.6","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.0%","Les contraceptifs peuvent provoquer l'apparition de boutons chez les femmes. 
 Femme Nyɔnu: 83.33% 
 Homme Sunnu: 80.92%

","Femme Nyɔnu, Homme Sunnu","Rural: 3.24% 
 Semi-urbain: 1.54% 
 Urbain: 2.33%","Rural: 17 
 Semi-urbain: 4 
 Urbain: 1","Rural: 10.6 
 Semi-urbain: 1.9 
 Urbain: 1.3","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Les contraceptifs peuvent provoquer l'apparition de boutons chez les femmes. 
 Rural: 87.57% 
 Semi-urbain: 60.71% 
 Urbain: 94.44%

","Rural, Semi-urbain, Urbain","Mid-South: 0.48% 
 North-East: 1.26% 
 North-West: 4.0% 
 South-South: 4.16%","Mid-South: 1 
 North-East: 2 
 North-West: 2 
 South-South: 17","Mid-South: 0.0 
 North-East: 2.1 
 North-West: 6.5 
 South-South: 5.2","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.0%","Les contraceptifs peuvent provoquer l'apparition de boutons chez les femmes. 
 Mid-South: 30.43% 
 North-East: 95.79% 
 North-West: 100.0% 
 South-South: 79.17%

","North-West, South-South"
Peur des effets secondaires : Peur de l'infertilité/ Xɛsi e è nɔ ɖi dó nǔ e na jɛ ɖò gudo lɛ é wu é: Xɛsi e è nɔ ɖi dó vǐmaji wu é,"future_user: 21.43% 
 nonuser: 36.09% 
 past_user: 14.84% 
 user: 28.09%","future_user: 21 
 nonuser: 109 
 past_user: 19 
 user: 84","future_user: 16.5 
 nonuser: 92.3 
 past_user: 58.2 
 user: 69.1","future_user: 11.22% 
 nonuser: 24.83% 
 past_user: 7.81% 
 user: 0.0%","Les contraceptifs peuvent empêcher une femme de concevoir à nouveau. 
 future_user: 86.15% 
 nonuser: 95.2% 
 past_user: 76.92% 
 user: 77.33%

",Very high,barrier,"16-20: 10.34% 
 21-30: 29.39% 
 31-45: 28.42%","16-20: 3 
 21-30: 97 
 31-45: 133","16-20: 0.1 
 21-30: 58.0 
 31-45: 178.0","16-20: 6.9% 
 21-30: 16.36% 
 31-45: 8.55%","Les contraceptifs peuvent empêcher une femme de concevoir à nouveau. 
 16-20: 70.59% 
 21-30: 85.31% 
 31-45: 85.04%

",21-30,"Femme Nyɔnu: 13.63% 
 Homme Sunnu: 42.55%","Femme Nyɔnu: 56 
 Homme Sunnu: 177","Femme Nyɔnu: 25.2 
 Homme Sunnu: 210.9","Femme Nyɔnu: 4.14% 
 Homme Sunnu: 18.99%","Les contraceptifs peuvent empêcher une femme de concevoir à nouveau. 
 Femme Nyɔnu: 77.24% 
 Homme Sunnu: 90.42%

",Homme Sunnu,"Rural: 25.76% 
 Semi-urbain: 37.31% 
 Urbain: 2.33%","Rural: 135 
 Semi-urbain: 97 
 Urbain: 1","Rural: 81.4 
 Semi-urbain: 153.3 
 Urbain: 1.3","Rural: 10.88% 
 Semi-urbain: 14.62% 
 Urbain: 2.33%","Les contraceptifs peuvent empêcher une femme de concevoir à nouveau. 
 Rural: 85.9% 
 Semi-urbain: 85.17% 
 Urbain: 67.74%

",Semi-urbain,"Mid-South: 53.11% 
 North-East: 20.75% 
 North-West: 22.0% 
 South-South: 19.07%","Mid-South: 111 
 North-East: 33 
 North-West: 11 
 South-South: 78","Mid-South: 123.0 
 North-East: 52.0 
 North-West: 18.4 
 South-South: 42.7","Mid-South: 25.84% 
 North-East: 13.21% 
 North-West: 8.0% 
 South-South: 4.16%","Les contraceptifs peuvent empêcher une femme de concevoir à nouveau. 
 Mid-South: 77.38% 
 North-East: 88.8% 
 North-West: 97.56% 
 South-South: 85.47%

",Mid-South
Peur des effets secondaires : Peur de la fatigue/ Xɛsi e è nɔ ɖi dó nǔ e na jɛ lɛ é wu é: Xɛsi e è nɔ ɖi dó nǔcikɔ wu é,"future_user: 13.27% 
 nonuser: 10.93% 
 past_user: 13.28% 
 user: 12.71%","future_user: 13 
 nonuser: 33 
 past_user: 17 
 user: 38","future_user: 3.1 
 nonuser: 30.3 
 past_user: 4.6 
 user: 10.2","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 0.78% 
 user: 0.0%","Les contraceptifs rendent les femmes fatiguées en permanence. 
 future_user: 95.24% 
 nonuser: 92.67% 
 past_user: 74.44% 
 user: 82.27%

",Medium,barrier,"16-20: 6.9% 
 21-30: 11.52% 
 31-45: 13.03%","16-20: 2 
 21-30: 38 
 31-45: 61","16-20: 0.1 
 21-30: 20.6 
 31-45: 27.5","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 0.0%","Les contraceptifs rendent les femmes fatiguées en permanence. 
 16-20: 66.67% 
 21-30: 87.96% 
 31-45: 83.86%

",21-30,"Femme Nyɔnu: 13.38% 
 Homme Sunnu: 11.06%","Femme Nyɔnu: 55 
 Homme Sunnu: 46","Femme Nyɔnu: 17.6 
 Homme Sunnu: 30.7","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.0%","Les contraceptifs rendent les femmes fatiguées en permanence. 
 Femme Nyɔnu: 85.71% 
 Homme Sunnu: 84.58%

",Femme Nyɔnu,"Rural: 13.74% 
 Semi-urbain: 10.38% 
 Urbain: 4.65%","Rural: 72 
 Semi-urbain: 27 
 Urbain: 2","Rural: 25.2 
 Semi-urbain: 21.5 
 Urbain: 1.7","Rural: 0.38% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Les contraceptifs rendent les femmes fatiguées en permanence. 
 Rural: 89.73% 
 Semi-urbain: 74.64% 
 Urbain: 81.25%

",Rural,"Mid-South: 13.88% 
 North-East: 1.26% 
 North-West: 6.0% 
 South-South: 16.38%","Mid-South: 29 
 North-East: 2 
 North-West: 3 
 South-South: 67","Mid-South: 11.6 
 North-East: 4.1 
 North-West: 11.7 
 South-South: 21.0","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.49%","Les contraceptifs rendent les femmes fatiguées en permanence. 
 Mid-South: 73.0% 
 North-East: 95.51% 
 North-West: 94.12% 
 South-South: 85.11%

","Mid-South, South-South"
Peur des effets secondaires : Peur de mourir/ Xɛsi nu nuɖe na jɛ do mɛ wu: Xɛsi nu nuɖe na jɛ do mɛ wu,"future_user: 7.14% 
 nonuser: 10.6% 
 past_user: 1.56% 
 user: 13.71%","future_user: 7 
 nonuser: 32 
 past_user: 2 
 user: 41","future_user: 13.3 
 nonuser: 29.8 
 past_user: 1.3 
 user: 16.5","future_user: 1.02% 
 nonuser: 3.31% 
 past_user: 1.56% 
 user: 0.0%","Les contraceptifs ne causent pas la mort. 
 future_user: 71.43% 
 nonuser: 52.69% 
 past_user: 82.14% 
 user: 88.89%

",Very high,barrier,"16-20: 6.9% 
 21-30: 8.18% 
 31-45: 11.32%","16-20: 2 
 21-30: 27 
 31-45: 53","16-20: 0.1 
 21-30: 28.3 
 31-45: 32.5","16-20: 0.0% 
 21-30: 1.52% 
 31-45: 1.71%","Les contraceptifs ne causent pas la mort. 
 16-20: 75.0% 
 21-30: 73.19% 
 31-45: 78.76%

","21-30, 31-45","Femme Nyɔnu: 10.71% 
 Homme Sunnu: 9.13%","Femme Nyɔnu: 44 
 Homme Sunnu: 38","Femme Nyɔnu: 22.9 
 Homme Sunnu: 38.0","Femme Nyɔnu: 0.97% 
 Homme Sunnu: 2.16%","Les contraceptifs ne causent pas la mort. 
 Femme Nyɔnu: 83.55% 
 Homme Sunnu: 70.59%

","Femme Nyɔnu, Homme Sunnu","Rural: 11.26% 
 Semi-urbain: 8.08% 
 Urbain: 4.65%","Rural: 59 
 Semi-urbain: 21 
 Urbain: 2","Rural: 32.3 
 Semi-urbain: 26.9 
 Urbain: 1.7","Rural: 2.1% 
 Semi-urbain: 0.77% 
 Urbain: 0.0%","Les contraceptifs ne causent pas la mort. 
 Rural: 72.38% 
 Semi-urbain: 84.68% 
 Urbain: 72.22%

",Rural,"Mid-South: 9.09% 
 North-East: 6.92% 
 North-West: 8.0% 
 South-South: 11.74%","Mid-South: 19 
 North-East: 11 
 North-West: 4 
 South-South: 48","Mid-South: 22.3 
 North-East: 16.9 
 North-West: 9.1 
 South-South: 12.6","Mid-South: 3.35% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 1.47%","Les contraceptifs ne causent pas la mort. 
 Mid-South: 81.4% 
 North-East: 61.4% 
 North-West: 88.89% 
 South-South: 78.07%

","Mid-South, South-South"
Peur des effets secondaires : Peur de règles douloureuses/ Xɛsi e è nɔ ɖi dó nǔ e na jɛ ɖò sunmɛ lɛ é wu é: Xɛsi e è nɔ ɖi dó sunmɛ wuvɛ̌ lɛ wu é,"future_user: 10.2% 
 nonuser: 25.17% 
 past_user: 8.59% 
 user: 17.39%","future_user: 10 
 nonuser: 76 
 past_user: 11 
 user: 52","future_user: 2.6 
 nonuser: 66.3 
 past_user: 23.3 
 user: 16.4","future_user: 1.02% 
 nonuser: 0.66% 
 past_user: 0.0% 
 user: 0.0%","L'utilisation de contraceptifs peut rendre les règles plus douloureuses. 
 future_user: 92.59% 
 nonuser: 97.38% 
 past_user: 79.8% 
 user: 89.47%

",Low,barrier,"16-20: 6.9% 
 21-30: 19.7% 
 31-45: 17.52%","16-20: 2 
 21-30: 65 
 31-45: 82","16-20: 0.0 
 21-30: 26.2 
 31-45: 82.4","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.43%","L'utilisation de contraceptifs peut rendre les règles plus douloureuses. 
 16-20: 81.25% 
 21-30: 94.07% 
 31-45: 88.75%

","21-30, 31-45","Femme Nyɔnu: 10.22% 
 Homme Sunnu: 25.72%","Femme Nyɔnu: 42 
 Homme Sunnu: 107","Femme Nyɔnu: 22.9 
 Homme Sunnu: 85.7","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.24%","L'utilisation de contraceptifs peut rendre les règles plus douloureuses. 
 Femme Nyɔnu: 85.56% 
 Homme Sunnu: 95.36%

","Femme Nyɔnu, Homme Sunnu","Rural: 16.79% 
 Semi-urbain: 23.08% 
 Urbain: 2.33%","Rural: 88 
 Semi-urbain: 60 
 Urbain: 1","Rural: 40.1 
 Semi-urbain: 67.1 
 Urbain: 1.3","Rural: 0.57% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","L'utilisation de contraceptifs peut rendre les règles plus douloureuses. 
 Rural: 93.3% 
 Semi-urbain: 83.54% 
 Urbain: 96.15%

","Rural, Semi-urbain","Mid-South: 38.28% 
 North-East: 6.92% 
 North-West: 6.0% 
 South-South: 13.45%","Mid-South: 80 
 North-East: 11 
 North-West: 3 
 South-South: 55","Mid-South: 56.5 
 North-East: 17.1 
 North-West: 14.8 
 South-South: 20.1","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 2.0% 
 South-South: 0.49%","L'utilisation de contraceptifs peut rendre les règles plus douloureuses. 
 Mid-South: 73.13% 
 North-East: 99.23% 
 North-West: 100.0% 
 South-South: 94.1%

","Mid-South, North-West"
